Parameters: 357585
Epoch	Loss(Tr)	mIOU (tr)	
0		0.2343		0.8666		0.0005000
1		0.1398		0.8839		0.0005000
2		0.1014		0.8803		0.0005000
3		0.0744		0.8843		0.0005000
4		0.0576		0.8861		0.0005000
5		0.0558		0.8777		0.0005000
6		0.0483		0.8801		0.0005000
7		0.0347		0.8929		0.0005000
8		0.0311		0.8936		0.0005000
9		0.0309		0.8905		0.0005000
10		0.0253		0.8971		0.0005000
11		0.0249		0.8954		0.0005000
12		0.0289		0.8893		0.0005000
13		0.0240		0.8953		0.0005000
14		0.0214		0.8982		0.0005000
15		0.0222		0.8959		0.0005000
16		0.0258		0.8916		0.0005000
17		0.0290		0.8875		0.0005000
18		0.0260		0.8894		0.0005000
19		0.0279		0.8874		0.0005000
20		0.0225		0.8951		0.0005000
21		0.0228		0.8929		0.0005000
22		0.0276		0.8868		0.0005000
23		0.0314		0.8830		0.0005000
24		0.0227		0.8922		0.0005000
25		0.0191		0.8988		0.0005000
26		0.0196		0.8972		0.0005000
27		0.0210		0.8959		0.0005000
28		0.0189		0.8968		0.0005000
29		0.0190		0.8977		0.0005000
30		0.0193		0.8975		0.0005000
31		0.0178		0.8992		0.0005000
32		0.0187		0.8988		0.0005000
33		0.0182		0.8983		0.0005000
34		0.0324		0.8793		0.0005000
35		0.0219		0.8937		0.0005000
36		0.0188		0.8979		0.0005000
37		0.0188		0.8977		0.0005000
38		0.0236		0.8921		0.0005000
39		0.0184		0.8975		0.0005000
40		0.0192		0.8967		0.0005000
41		0.0179		0.8977		0.0005000
42		0.0329		0.8802		0.0005000
43		0.0525		0.8546		0.0005000
44		0.0244		0.8899		0.0005000
45		0.0220		0.8945		0.0005000
46		0.0224		0.8927		0.0005000
47		0.0187		0.8975		0.0005000
48		0.0235		0.8910		0.0005000
49		0.0191		0.8970		0.0005000
50		0.0176		0.8999		0.0005000
51		0.0173		0.8992		0.0005000
52		0.0172		0.8986		0.0005000
53		0.0167		0.8997		0.0005000
54		0.0172		0.8987		0.0005000
55		0.0165		0.9000		0.0005000
56		0.0169		0.8994		0.0005000
57		0.0240		0.8905		0.0005000
58		0.0347		0.8799		0.0005000
59		0.0265		0.8899		0.0005000
60		0.0291		0.8857		0.0005000
61		0.0218		0.8944		0.0005000
62		0.0223		0.8932		0.0005000
63		0.0201		0.8952		0.0005000
64		0.0205		0.8960		0.0005000
65		0.0186		0.8980		0.0005000
66		0.0180		0.8987		0.0005000
67		0.0186		0.8973		0.0005000
68		0.0162		0.9000		0.0005000
69		0.0225		0.8936		0.0005000
70		0.0216		0.8943		0.0005000
71		0.0277		0.8858		0.0005000
72		0.0213		0.8941		0.0005000
73		0.0191		0.8969		0.0005000
74		0.0206		0.8953		0.0005000
75		0.0238		0.8911		0.0005000
76		0.0194		0.8965		0.0005000
77		0.0687		0.8364		0.0005000
78		0.0531		0.8550		0.0005000
79		0.0471		0.8641		0.0005000
80		0.0295		0.8857		0.0005000
81		0.0254		0.8900		0.0005000
82		0.0268		0.8874		0.0005000
83		0.0250		0.8902		0.0005000
84		0.0234		0.8918		0.0005000
85		0.0218		0.8936		0.0005000
86		0.0204		0.8955		0.0005000
87		0.0190		0.8973		0.0005000
88		0.0371		0.8740		0.0005000
89		0.0217		0.8942		0.0005000
90		0.0193		0.8965		0.0005000
91		0.0191		0.8969		0.0005000
92		0.0179		0.8985		0.0005000
93		0.0177		0.8984		0.0005000
94		0.0194		0.8964		0.0005000
95		0.0176		0.8991		0.0005000
96		0.0327		0.8835		0.0005000
97		0.0247		0.8906		0.0005000
98		0.0189		0.8972		0.0005000
99		0.0195		0.8964		0.0005000
100		0.0181		0.8978		0.0002500
101		0.0175		0.8990		0.0002500
102		0.0178		0.8989		0.0002500
103		0.0183		0.8972		0.0002500
104		0.0171		0.8992		0.0002500
105		0.0176		0.8988		0.0002500
106		0.0182		0.8970		0.0002500
107		0.0181		0.8972		0.0002500
108		0.0192		0.8953		0.0002500
109		0.0176		0.8990		0.0002500
110		0.0186		0.8977		0.0002500
111		0.0166		0.8995		0.0002500
112		0.0192		0.8967		0.0002500
113		0.0175		0.8994		0.0002500
114		0.0174		0.8988		0.0002500
115		0.0212		0.8947		0.0002500
116		0.0168		0.8992		0.0002500
117		0.0170		0.8992		0.0002500
118		0.0177		0.8985		0.0002500
119		0.0165		0.9001		0.0002500
120		0.0157		0.9015		0.0002500
121		0.0157		0.9019		0.0002500
122		0.0186		0.8976		0.0002500
123		0.0167		0.8996		0.0002500
124		0.0162		0.9004		0.0002500
125		0.0168		0.8995		0.0002500
126		0.0156		0.9012		0.0002500
127		0.0157		0.9009		0.0002500
128		0.0157		0.9008		0.0002500
129		0.0151		0.9025		0.0002500
130		0.0156		0.9017		0.0002500
131		0.0152		0.9021		0.0002500
132		0.0158		0.9007		0.0002500
133		0.0153		0.9020		0.0002500
134		0.0158		0.9009		0.0002500
135		0.0168		0.9003		0.0002500
136		0.0179		0.8982		0.0002500
137		0.0208		0.8953		0.0002500
138		0.0196		0.8965		0.0002500
139		0.0189		0.8974		0.0002500
140		0.0169		0.9000		0.0002500
141		0.0154		0.9022		0.0002500
142		0.0188		0.8976		0.0002500
143		0.0167		0.8998		0.0002500
144		0.0162		0.9005		0.0002500
145		0.0164		0.9000		0.0002500
146		0.0166		0.9003		0.0002500
147		0.0155		0.9016		0.0002500
148		0.0152		0.9017		0.0002500
149		0.0164		0.9005		0.0002500
150		0.0156		0.9017		0.0002500
151		0.0152		0.9021		0.0002500
152		0.0155		0.9017		0.0002500
153		0.0146		0.9025		0.0002500
154		0.0159		0.9012		0.0002500
155		0.0158		0.9003		0.0002500
156		0.0154		0.9019		0.0002500
157		0.0200		0.8961		0.0002500
158		0.0171		0.8999		0.0002500
159		0.0159		0.9004		0.0002500
160		0.0149		0.9031		0.0002500
161		0.0380		0.8764		0.0002500
162		0.0193		0.8970		0.0002500
163		0.0185		0.8981		0.0002500
164		0.0170		0.8991		0.0002500
165		0.0161		0.9010		0.0002500
166		0.0159		0.9012		0.0002500
167		0.0161		0.9002		0.0002500
168		0.0155		0.9015		0.0002500
169		0.0151		0.9018		0.0002500
170		0.0160		0.9006		0.0002500
171		0.0148		0.9024		0.0002500
172		0.0152		0.9019		0.0002500
173		0.0147		0.9021		0.0002500
174		0.0148		0.9017		0.0002500
175		0.0147		0.9020		0.0002500
176		0.0159		0.9009		0.0002500
177		0.0147		0.9022		0.0002500
178		0.0168		0.9003		0.0002500
179		0.0156		0.9021		0.0002500
180		0.0159		0.9004		0.0002500
181		0.0198		0.8968		0.0002500
182		0.0167		0.9001		0.0002500
183		0.0168		0.9002		0.0002500
184		0.0153		0.9015		0.0002500
185		0.0157		0.9012		0.0002500
186		0.0145		0.9029		0.0002500
187		0.0160		0.9012		0.0002500
188		0.0169		0.8994		0.0002500
189		0.0154		0.9015		0.0002500
190		0.0149		0.9024		0.0002500
191		0.0146		0.9029		0.0002500
192		0.0147		0.9020		0.0002500
193		0.0143		0.9033		0.0002500
194		0.0157		0.9008		0.0002500
195		0.0155		0.9021		0.0002500
196		0.0165		0.9006		0.0002500
197		0.0185		0.8981		0.0002500
198		0.0204		0.8950		0.0002500
199		0.0160		0.9000		0.0002500
200		0.0154		0.9009		0.0001250
201		0.0160		0.9003		0.0001250
202		0.0155		0.9013		0.0001250
203		0.0155		0.9016		0.0001250
204		0.0146		0.9026		0.0001250
205		0.0145		0.9025		0.0001250
206		0.0142		0.9029		0.0001250
207		0.0136		0.9035		0.0001250
208		0.0147		0.9025		0.0001250
209		0.0143		0.9032		0.0001250
210		0.0145		0.9019		0.0001250
211		0.0144		0.9034		0.0001250
212		0.0137		0.9033		0.0001250
213		0.0144		0.9022		0.0001250
214		0.0325		0.8862		0.0001250
215		0.0161		0.9015		0.0001250
216		0.0157		0.9004		0.0001250
217		0.0147		0.9024		0.0001250
218		0.0143		0.9026		0.0001250
219		0.0140		0.9030		0.0001250
220		0.0138		0.9037		0.0001250
221		0.0143		0.9025		0.0001250
222		0.0138		0.9037		0.0001250
223		0.0140		0.9035		0.0001250
224		0.0136		0.9039		0.0001250
225		0.0136		0.9038		0.0001250
226		0.0133		0.9043		0.0001250
227		0.0139		0.9030		0.0001250
228		0.0139		0.9040		0.0001250
229		0.0137		0.9036		0.0001250
230		0.0137		0.9039		0.0001250
231		0.0136		0.9043		0.0001250
232		0.0138		0.9043		0.0001250
233		0.0133		0.9044		0.0001250
234		0.0136		0.9042		0.0001250
235		0.0145		0.9027		0.0001250
236		0.0176		0.8990		0.0001250
237		0.0145		0.9033		0.0001250
238		0.0140		0.9034		0.0001250
239		0.0147		0.9021		0.0001250
240		0.0134		0.9039		0.0001250
241		0.0132		0.9038		0.0001250
242		0.0141		0.9035		0.0001250
243		0.0133		0.9044		0.0001250
244		0.0158		0.9024		0.0001250
245		0.0149		0.9018		0.0001250
246		0.0136		0.9047		0.0001250
247		0.0131		0.9050		0.0001250
248		0.0138		0.9041		0.0001250
249		0.0150		0.9031		0.0001250
250		0.0136		0.9040		0.0001250
251		0.0140		0.9030		0.0001250
252		0.0132		0.9049		0.0001250
253		0.0140		0.9035		0.0001250
254		0.0145		0.9026		0.0001250
255		0.0137		0.9042		0.0001250
256		0.0134		0.9044		0.0001250
257		0.0134		0.9046		0.0001250
258		0.0133		0.9042		0.0001250
259		0.0166		0.9013		0.0001250
260		0.0133		0.9046		0.0001250
261		0.0132		0.9047		0.0001250
262		0.0135		0.9040		0.0001250
263		0.0139		0.9039		0.0001250
264		0.0303		0.8881		0.0001250
265		0.0161		0.9004		0.0001250
266		0.0143		0.9034		0.0001250
267		0.0145		0.9027		0.0001250
268		0.0135		0.9042		0.0001250
269		0.0134		0.9042		0.0001250
270		0.0130		0.9046		0.0001250
271		0.0130		0.9053		0.0001250
272		0.0134		0.9045		0.0001250
273		0.0141		0.9031		0.0001250
274		0.0134		0.9044		0.0001250
275		0.0141		0.9035		0.0001250
276		0.0134		0.9047		0.0001250
277		0.0133		0.9039		0.0001250
278		0.0124		0.9060		0.0001250
279		0.0127		0.9050		0.0001250
280		0.0129		0.9052		0.0001250
281		0.0126		0.9058		0.0001250
282		0.0125		0.9060		0.0001250
283		0.0127		0.9052		0.0001250
284		0.0127		0.9060		0.0001250
285		0.0136		0.9043		0.0001250
286		0.0145		0.9034		0.0001250
287		0.0133		0.9046		0.0001250
288		0.0134		0.9037		0.0001250
289		0.0137		0.9041		0.0001250
290		0.0156		0.9024		0.0001250
291		0.0147		0.9032		0.0001250
292		0.0129		0.9050		0.0001250
293		0.0130		0.9049		0.0001250
294		0.0125		0.9060		0.0001250
295		0.0147		0.9033		0.0001250
296		0.0139		0.9036		0.0001250
297		0.0130		0.9050		0.0001250
298		0.0127		0.9054		0.0001250
299		0.0196		0.8971		0.0001250
